0.01 388.171991156 8.5
0.02 388.171991156 8.5
0.03 388.171991156 8.5
0.04 388.171991156 8.5
0.05 388.171991156 8.5
0.06 388.171991156 8.5
0.07 388.171991156 8.5
0.08 388.171991156 8.5
0.09 388.171991156 8.5
0.1 388.171991156 8.5
0.11 388.171991156 8.5
0.12 388.171991156 8.5
0.13 388.171991156 8.5
0.14 388.171991156 8.5
0.15 388.171991156 8.5
0.16 388.171991156 8.5
0.17 388.171991156 8.5
0.18 388.171991156 8.5
0.19 388.171991156 8.5
0.2 388.171991156 8.5
0.21 388.171991156 8.5
0.22 388.171991156 8.5
0.23 388.171991156 8.5
0.24 388.171991156 8.5
0.25 388.171991156 8.5
0.26 388.171991156 8.5
0.27 388.171991156 8.5
0.28 388.171991156 8.5
0.29 388.171991156 8.5
0.3 388.171991156 8.5
0.31 388.171991156 8.5
0.32 388.171991156 8.5
0.33 388.171991156 8.5
0.34 388.171991156 8.5
0.35 388.171991156 8.5
0.36 388.171991156 8.5
0.37 388.171991156 8.5
0.38 388.171991156 8.5
0.39 388.171991156 8.5
0.4 388.171991156 8.5
0.41 388.171991156 8.5
0.42 388.171991156 8.5
0.43 388.171991156 8.5
0.44 388.171991156 8.5
0.45 388.171991156 8.5
0.46 388.171991156 8.5
0.47 388.171991156 8.5
0.48 388.171991156 8.5
0.49 388.171991156 8.5
0.5 388.171991156 8.5
0.51 388.171991156 8.5
0.52 388.171991156 8.5
0.53 388.171991156 8.5
0.54 388.171991156 8.5
0.55 388.171991156 8.5
0.56 388.171991156 8.5
0.57 388.171991156 8.5
0.58 388.171991156 8.5
0.59 388.171991156 8.5
0.6 388.171991156 8.5
0.61 388.171991156 8.5
0.62 388.171991156 8.5
0.63 388.171991156 8.5
0.64 388.171991156 8.5
0.65 388.171991156 8.5
0.66 388.171991156 8.5
0.67 388.171991156 8.5
0.68 388.171991156 8.5
0.69 388.171991156 8.5
0.7 388.171991156 8.5
0.71 388.171991156 8.5
0.72 388.171991156 8.5
0.73 388.171991156 8.5
0.74 388.171991156 8.5
0.75 388.171991156 8.5
0.76 388.171991156 8.5
0.77 388.171991156 8.5
0.78 388.171991156 8.5
0.79 388.171991156 8.5
0.8 388.171991156 8.5
0.81 388.171991156 8.5
0.82 388.171991156 8.5
0.83 388.171991156 8.5
0.84 388.171991156 8.5
0.85 388.171991156 8.5
0.86 388.171991156 8.5
0.87 388.171991156 8.5
0.88 388.171991156 8.5
0.89 388.171991156 8.5
0.9 388.171991156 8.5
0.91 388.171991156 8.5
0.92 388.171991156 8.5
0.93 388.171991156 8.5
0.94 388.171991156 8.5
0.95 388.171991156 8.5
0.96 388.171991156 8.5
0.97 388.171991156 8.5
0.98 388.171991156 8.5
0.99 388.171991156 8.5
1.0 388.171991156 8.5
1.01 388.171991156 8.5
1.02 388.171991156 8.5
1.03 388.171991156 8.5
1.04 388.171991156 8.5
1.05 388.171991156 8.5
1.06 388.171991156 8.5
1.07 388.171991156 8.5
1.08 388.171991156 8.5
1.09 388.171991156 8.5
1.1 388.171991156 8.5
1.11 388.171991156 8.5
1.12 388.171991156 8.5
1.13 388.171991156 8.5
1.14 388.171991156 8.5
1.15 388.171991156 8.5
1.16 388.171991156 8.5
1.17 388.171991156 8.5
1.18 388.171991156 8.5
1.19 388.171991156 8.5
1.2 388.171991156 8.5
1.21 388.171991156 8.5
1.22 388.171991156 8.5
1.23 388.171991156 8.5
1.24 388.171991156 8.5
1.25 388.171991156 8.5
1.26 388.171991156 8.5
1.27 388.171991156 8.5
1.28 388.171991156 8.5
1.29 388.171991156 8.5
1.3 388.171991156 8.5
1.31 388.171991156 8.5
1.32 388.171991156 8.5
1.33 388.171991156 8.5
1.34 388.171991156 8.5
1.35 388.171991156 8.5
1.36 388.171991156 8.5
1.37 388.171991156 8.5
1.38 388.171991156 8.5
1.39 388.171991156 8.5
1.4 388.171991156 8.5
1.41 388.171991156 8.5
1.42 388.171991156 8.5
1.43 388.171991156 8.5
1.44 388.171991156 8.5
1.45 388.171991156 8.5
1.46 388.171991156 8.5
1.47 388.171991156 8.5
1.48 388.171991156 8.5
1.49 388.171991156 8.5
1.5 388.171991156 8.5
1.51 388.171991156 8.5
1.52 388.171991156 8.5
1.53 388.171991156 8.5
1.54 388.171991156 8.5
1.55 388.171991156 8.5
1.56 388.171991156 8.5
1.57 388.171991156 8.5
1.58 388.171991156 8.5
1.59 388.171991156 8.5
1.6 388.171991156 8.5
1.61 388.171991156 8.5
1.62 388.171991156 8.5
1.63 388.171991156 8.5
1.64 388.171991156 8.5
1.65 388.171991156 8.5
1.66 388.171991156 8.5
1.67 388.171991156 8.5
1.68 388.171991156 8.5
1.69 388.171991156 8.5
1.7 388.171991156 8.5
1.71 388.171991156 8.5
1.72 388.171991156 8.5
1.73 388.171991156 8.5
1.74 388.171991156 8.5
1.75 388.171991156 8.5
1.76 388.171991156 8.5
1.77 388.171991156 8.5
1.78 388.171991156 8.5
1.79 388.171991156 8.5
1.8 388.171991156 8.5
1.81 388.171991156 8.5
1.82 388.171991156 8.5
1.83 388.171991156 8.5
1.84 388.171991156 8.5
1.85 388.171991156 8.5
1.86 388.171991156 8.5
1.87 388.171991156 8.5
1.88 388.171991156 8.5
1.89 388.171991156 8.5
1.9 388.171991156 8.5
1.91 388.171991156 8.5
1.92 388.171991156 8.5
1.93 388.171991156 8.5
1.94 388.171991156 8.5
1.95 388.171991156 8.5
1.96 388.171991156 8.5
1.97 388.171991156 8.5
1.98 388.171991156 8.5
1.99 388.171991156 8.5
2.0 388.171991156 8.5
2.01 388.171991156 8.5
2.02 388.171991156 8.5
2.03 388.171991156 8.5
2.04 388.171991156 8.5
2.05 388.171991156 8.5
2.06 388.171991156 8.5
2.07 388.171991156 8.5
2.08 388.171991156 8.5
2.09 388.171991156 8.5
2.1 388.171991156 8.5
2.11 388.171991156 8.5
2.12 388.171991156 8.5
2.13 388.171991156 8.5
2.14 388.171991156 8.5
2.15 388.171991156 8.5
2.16 388.171991156 8.5
2.17 388.171991156 8.5
2.18 388.171991156 8.5
2.19 388.171991156 8.5
2.2 388.171991156 8.5
2.21 388.171991156 8.5
2.22 388.171991156 8.5
2.23 388.171991156 8.5
2.24 388.171991156 8.5
2.25 388.171991156 8.5
2.26 388.171991156 8.5
2.27 388.171991156 8.5
2.28 388.171991156 8.5
2.29 388.171991156 8.5
2.3 388.171991156 8.5
2.31 388.171991156 8.5
2.32 388.171991156 8.5
2.33 388.171991156 8.5
2.34 388.171991156 8.5
2.35 388.171991156 8.5
2.36 388.171991156 8.5
2.37 388.171991156 8.5
2.38 388.171991156 8.5
2.39 388.171991156 8.5
2.4 388.171991156 8.5
2.41 388.171991156 8.5
2.42 388.171991156 8.5
2.43 388.171991156 8.5
2.44 388.171991156 8.5
2.45 388.171991156 8.5
2.46 388.171991156 8.5
2.47 388.171991156 8.5
2.48 388.171991156 8.5
2.49 388.171991156 8.5
2.5 388.171991156 8.5
2.51 388.171991156 8.5
2.52 388.171991156 8.5
2.53 388.171991156 8.5
2.54 388.171991156 8.5
2.55 388.171991156 8.5
2.56 388.171991156 8.5
2.57 388.171991156 8.5
2.58 388.171991156 8.5
2.59 388.171991156 8.5
2.6 388.171991156 8.5
2.61 388.171991156 8.5
2.62 388.171991156 8.5
2.63 388.171991156 8.5
2.64 388.171991156 8.5
2.65 388.171991156 8.5
2.66 388.171991156 8.5
2.67 388.171991156 8.5
2.68 388.171991156 8.5
2.69 388.171991156 8.5
2.7 388.171991156 8.5
2.71 388.171991156 8.5
2.72 388.171991156 8.5
2.73 388.171991156 8.5
2.74 388.171991156 8.5
2.75 388.171991156 8.5
2.76 388.171991156 8.5
2.77 388.171991156 8.5
2.78 388.171991156 8.5
2.79 388.171991156 8.5
2.8 388.171991156 8.5
2.81 388.171991156 8.5
2.82 388.171991156 8.5
2.83 388.171991156 8.5
2.84 388.171991156 8.5
2.85 388.171991156 8.5
2.86 388.171991156 8.5
2.87 388.171991156 8.5
2.88 388.171991156 8.5
2.89 388.171991156 8.5
2.9 388.171991156 8.5
2.91 388.171991156 8.5
2.92 388.171991156 8.5
2.93 388.171991156 8.5
2.94 388.171991156 8.5
2.95 388.171991156 8.5
2.96 388.171991156 8.5
2.97 388.171991156 8.5
2.98 388.171991156 8.5
2.99 388.171991156 8.5
3.0 388.171991156 8.5
3.01 388.171991156 8.5
3.02 388.171991156 8.5
3.03 388.171991156 8.5
3.04 388.171991156 8.5
3.05 388.171991156 8.5
3.06 388.171991156 8.5
3.07 388.171991156 8.5
3.08 388.171991156 8.5
3.09 388.171991156 8.5
3.1 388.171991156 8.5
3.11 388.171991156 8.5
3.12 388.171991156 8.5
3.13 388.171991156 8.5
3.14 388.171991156 8.5
3.15 388.171991156 8.5
3.16 388.171991156 8.5
3.17 388.171991156 8.5
3.18 388.171991156 8.5
3.19 388.171991156 8.5
3.2 388.171991156 8.5
3.21 388.171991156 8.5
3.22 388.171991156 8.5
3.23 388.171991156 8.5
3.24 388.171991156 8.5
3.25 388.171991156 8.5
3.26 388.171991156 8.5
3.27 388.171991156 8.5
3.28 388.171991156 8.5
3.29 388.171991156 8.5
3.3 388.171991156 8.5
3.31 388.171991156 8.5
3.32 388.171991156 8.5
3.33 388.171991156 8.5
3.34 388.171991156 8.5
3.35 388.171991156 8.5
3.36 388.171991156 8.5
3.37 388.171991156 8.5
3.38 388.171991156 8.5
3.39 388.171991156 8.5
3.4 388.171991156 8.5
3.41 388.171991156 8.5
3.42 388.171991156 8.5
3.43 388.171991156 8.5
3.44 388.171991156 8.5
3.45 388.171991156 8.5
3.46 388.171991156 8.5
3.47 388.171991156 8.5
3.48 388.171991156 8.5
3.49 388.171991156 8.5
