 0.01 38.1506586828 0.0045399049974 0.00891006524188 10.9346851092 0.669916781521 11.217755447 11.16 5.0
 0.02 37.9768927298 0.00907980999479 0.0178201304838 10.909754419 0.768228271391 11.2240555706 11.16 5.0
 0.03 37.8449731432 0.0136197149922 0.0267301957257 10.8907894352 0.835171957696 11.2288361362 11.16 5.0
 0.04 37.7337752616 0.0181596199896 0.0356402609675 10.8747777499 0.887687628 11.2328641984 11.16 5.0
 0.05 37.6354853774 0.022699524987 0.0445503262094 10.8606050676 0.931645719257 11.2364234755 11.16 5.0
 0.06 37.5462072803 0.0272394299844 0.0534603914513 10.8477157711 0.969848260524 11.2396554406 11.16 5.0
 0.07 37.4636721733 0.0317793349818 0.0623704566932 10.8357863378 1.0038730288 11.2426424755 11.16 5.0
 0.08 37.3864241355 0.0363192399792 0.0712805219351 10.8246091745 1.0347050775 11.2454374469 11.16 5.0
 0.09 37.3134640659 0.0408591449766 0.080190587177 10.814041837 1.06300479505 11.2480766342 11.16 5.0
 0.1 37.244071724 0.045399049974 0.0891006524188 10.8039816493 1.08923866914 11.2505861915 11.16 5.0
 0.11 37.1777079018 0.0499389549714 0.0980107176607 10.7943517517 1.11374969402 11.2529856996 11.16 5.0
 0.12 37.1139566552 0.0544788599687 0.106920782903 10.7850928614 1.13679819607 11.2552902634 11.16 5.0
 0.13 37.0524892297 0.0590187649661 0.115830848144 10.7761581281 1.15858691749 11.2575118219 11.16 5.0
 0.14 36.993040496 0.0635586699635 0.124740913386 10.7675097736 1.17927716244 11.2596600038 11.16 5.0
 0.15 36.9353929778 0.0680985749609 0.133650978628 10.7591168135 1.19899959622 11.2617427073 11.16 5.0
 0.16 36.8793656824 0.0726384799583 0.14256104387 10.7509534648 1.21786170364 11.2637665061 11.16 5.0
 0.17 36.8248060825 0.0771783849557 0.151471109112 10.7429980023 1.235953083 11.2657369398 11.16 5.0
 0.18 36.7715842274 0.0817182899531 0.160381174354 10.735231919 1.25334929285 11.2676587286 11.16 5.0
 0.19 36.7195883304 0.0862581949505 0.169291239596 10.727639297 1.27011470539 11.2695359327 11.16 5.0
 0.2 36.6687214063 0.0907980999479 0.178201304838 10.720206328 1.2863046611 11.2713720751 11.16 5.0
 0.21 36.6188986672 0.0953380049453 0.18711137008 10.7129209418 1.30196712218 11.2731702356 11.16 5.0
 0.22 36.5700454793 0.0998779099427 0.196021435321 10.7057725153 1.31714395932 11.2749331255 11.16 5.0
 0.23 36.5220957387 0.10441781494 0.204931500563 10.6987516409 1.33187196612 11.276663146 11.16 5.0
 0.24 36.4749905668 0.108957719937 0.213841565805 10.6918499403 1.34618366801 11.2783624362 11.16 5.0
 0.25 36.4286772508 0.113497624935 0.222751631047 10.6850599137 1.36010797416 11.2800329111 11.16 5.0
 0.26 36.3831083765 0.118037529932 0.231661696289 10.6783748163 1.37367070773 11.2816762933 11.16 5.0
 0.27 36.3382411109 0.12257743493 0.240571761531 10.6717885555 1.38689504117 11.2832941391 11.16 5.0
 0.28 36.2940366053 0.127117339927 0.249481826773 10.6652956065 1.39980185619 11.2848878599 11.16 5.0
 0.29 36.2504594953 0.131657244924 0.258391892015 10.6588909407 1.41241004392 11.2864587407 11.16 5.0
 0.3 36.2074774775 0.136197149922 0.267301957257 10.6525699653 1.42473675665 11.2880079554 11.16 5.0
 0.31 36.1650609511 0.140737054919 0.276212022498 10.6463284725 1.4367976205 11.2895365794 11.16 5.0
 0.32 36.1231827114 0.145276959917 0.28512208774 10.6401625954 1.44860691604 11.2910456013 11.16 5.0
 0.33 36.081817686 0.149816864914 0.294032152982 10.6340687709 1.46017773261 11.2925359324 11.16 5.0
 0.34 36.0409427081 0.154356769911 0.302942218224 10.6280437073 1.47152210075 11.2940084145 11.16 5.0
 0.35 36.0005363192 0.158896674909 0.311852283466 10.6220843557 1.4826511065 11.2954638275 11.16 5.0
 0.36 35.9605785978 0.163436579906 0.320762348708 10.6161878862 1.49357499044 11.2969028953 11.16 5.0
 0.37 35.921051009 0.167976484904 0.32967241395 10.6103516664 1.50430323386 11.2983262917 11.16 5.0
 0.38 35.8819362728 0.172516389901 0.338582479192 10.6045732421 1.51484463412 11.2997346447 11.16 5.0
 0.39 35.8432182486 0.177056294898 0.347492544433 10.5988503215 1.52520737066 11.3011285409 11.16 5.0
 0.4 35.8048818318 0.181596199896 0.356402609675 10.5931807602 1.53539906321 11.3025085294 11.16 5.0
 0.41 35.7669128634 0.186136104893 0.365312674917 10.5875625482 1.5454268231 11.3038751249 11.16 5.0
