0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
0.0 11.0134463229 0.0 577.768962478 5.0 5.0 
