13.13	5.56
17.67	5.38
37.56	5.84
38.52	6.00
38.63	5.80
45.65	5.21
46.60	6.25
54.58	5.95
62.54	5.49
74.54	5.33
74.58	5.62
81.50	5.63
100.33	6.02
106.42	5.03
119.46	5.03
137.38	5.72
152.31	5.462

