1 % 3.94 3.9
11 % 4.34 17.1
21 % 4.74 81.1
31 % 5.14 416.6
41 % 5.54 2308.0
51 % 5.94 13709.6
61 % 6.34 86918.6
71 % 6.74 585831.6
81 % 7.14 4182837.5
91 % 7.54 31538594.4

